"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40"
"1",0.850445029233596,0.75629179714114,0.674709310382842,0.604088357985008,0.5429766719187,0.490078621091364,0.444249882377284,0.40448854439932,0.369923929950023,0.339804202442386,0.313483588595947,0.290409829387345,0.270112278980151,0.252190913346148,0.236306387233115,0.222171187111438,0.209541864041255,0.198212288769845,0.188007846711077,0.178780478289243,0.170404466729112,0.162772877804612,0.155794562094194,0.149391638309789,0.143497385133064,0.138054477948294,0.133013515427144,0.128331788820419,0.123972253909876,0.119902671827706,0.116094890380802,0.112524242175052,0.109169039794205,0.106010151628039,0.103030644745639,0.100215483547266,0.0975512748718159,0.0950260518478823,0.0926290901087644,0.0903507510917928
"2",0.845741492972143,0.752075434430182,0.670996846907257,0.600846018945077,0.540156860103624,0.487631392419848,0.442127462202656,0.402647190058656,0.368324589924598,0.338412579557483,0.312269901334047,0.289348427672165,0.269181202065686,0.251371439783876,0.235582604899596,0.221529597957658,0.208971030047104,0.197702520606973,0.187550933679563,0.17836945647293,0.170033421539167,0.16243677683769,0.155489114311447,0.149113175806769,0.143242764127147,0.137820996001329,0.132798842310526,0.128133908796882,0.123789417540033,0.119733355705291,0.115937763458211,0.112378137561997,0.109032931100251,0.105883133078184,0.10291191443069,0.100104329281184,0.0974470622198557,0.0949282139651357,0.0925371190912732,0.090264190593949
"3",0.841050681490576,0.747879781362863,0.667306104437622,0.597624263317567,0.53735573295995,0.485200735243821,0.440019531307337,0.400818386643428,0.366736053784347,0.337030217996561,0.311064132297825,0.288293786249273,0.268255894195018,0.250556890989327,0.234863030760635,0.220891610202575,0.208403284278058,0.197195406872514,0.18709630829086,0.177960411914722,0.169664090598915,0.162102166862882,0.155184967602644,0.148835852427808,0.142989143775613,0.137588395975349,0.132584948997491,0.127936720475751,0.123607196620973,0.119564588824542,0.115781128101812,0.112232474111521,0.108897219380053,0.105756472640645,0.102793507947304,0.0999934685167518,0.0973431161577918,0.0948306187269499,0.0924453693552398,0.0901778322690152
"4",0.836373612295861,0.743705095548991,0.663637121093343,0.59442304505071,0.534573211005874,0.482786559446096,0.437925999978434,0.399002050194618,0.365158245691266,0.335657050788696,0.309866223248888,0.287245855020091,0.26733631260503,0.249747230662771,0.234147634122144,0.220257197958494,0.207838604933009,0.196690929218527,0.186643955101895,0.177553331607511,0.169296462939805,0.16176903861564,0.154882114126994,0.148559661521984,0.142736518422694,0.137356673047892,0.132371831364478,0.127740220320762,0.123425588111034,0.119396368561336,0.115624982040879,0.112087249852826,0.108761902918087,0.10563016881779,0.102675423984382,0.0998829001030311,0.0972394356726079,0.0947332652394281,0.0923538401099453,0.0900916754158943
"5",0.831711223420167,0.739551614636823,0.659989927422669,0.591242314824091,0.531809213372991,0.480388774442435,0.435846778503709,0.397198096987538,0.363591090147499,0.334293011337698,0.308676116318941,0.286204584230961,0.266422414842848,0.248942422777014,0.233436384525518,0.219626335538771,0.20727697038101,0.196189069440156,0.186193858789361,0.177148202644106,0.168930527676459,0.161437382900562,0.154580546101168,0.14828459648613,0.142484882452332,0.13712582242956,0.132159485315491,0.127544404818677,0.123244588987826,0.119228692307718,0.115469323018285,0.111942462826584,0.108626980008521,0.105504220120201,0.102557661237807,0.0997726228950346,0.0971360197563741,0.0946361526130328,0.0922625305684161,0.0900057193367156
"6",0.827064380216001,0.735419557432647,0.656364546753573,0.588082020195318,0.529063657877137,0.478007289218177,0.433781777190847,0.395406443541659,0.362034511999857,0.332938033423627,0.307493754009627,0.285169924472112,0.265514158764403,0.248142431575834,0.232729251746101,0.218998997456394,0.206718359159999,0.195689809474531,0.185746004148764,0.176745012216425,0.168566274006001,0.161107190590833,0.154280255798831,0.14801065076445,0.142234230287869,0.136895839363759,0.131947906781894,0.127349270479113,0.12306419624809,0.119061557471785,0.115314148790407,0.11179811108485,0.108492448955147,0.105378625066621,0.1024402184104,0.099662635753688,0.0970328674062152,0.0945392799625587,0.092171439947401,0.0899199633368158
"7",0.822433881424069,0.731309124945964,0.652760995527487,0.584942105740822,0.526336461086706,0.475642012363621,0.431730906386044,0.393627006630061,0.360488436444117,0.33159205120417,0.306319079192299,0.284141826676585,0.264611502532973,0.247347221572408,0.232026205791657,0.21837515842257,0.206162749975549,0.195193131399661,0.185300376093489,0.176343747614701,0.168203691207382,0.160778452627675,0.153981235550189,0.147737817848139,0.141984556391737,0.136666719126445,0.131737091722191,0.127154813834369,0.122884406907559,0.118894961477572,0.115159457127023,0.111654192690982,0.10835830807132,0.105253382183899,0.102323094211872,0.0995529375457937,0.0969299776242791,0.0944426464071065,0.0920805674673508,0.0898344067247214
"8",0.817820464607231,0.727220501366273,0.649179283616884,0.581822513191061,0.523627538388536,0.4732928521082,0.429694076491961,0.391859703288518,0.358952789029116,0.330254999215914,0.305152035107723,0.283120242119126,0.263714404617714,0.246556757547741,0.231327216900834,0.217754793345311,0.205610121699602,0.194699017433353,0.18485695965386,0.175944396226696,0.167842768640729,0.16045116001979,0.153683477741525,0.14746609127501,0.141735855265139,0.136438457025866,0.131527036121828,0.126961031439249,0.122705218000811,0.118728901764929,0.115005245811225,0.11151070571957,0.108224555679887,0.105128490006936,0.102206287358786,0.0994435271439937,0.0968273494177076,0.094346251070058,0.0919899123523956,0.08974904881213
"9",0.813224811030101,0.723153854976887,0.645619414627649,0.578723181560381,0.520936804051481,0.470959716353506,0.427671197985046,0.390104450824226,0.357427495660634,0.328926812375491,0.303992565365716,0.282105122415045,0.262822823792168,0.245771004549086,0.230632255541641,0.217137877328036,0.205060453369226,0.194207449932118,0.184415739976216,0.175546945536911,0.167483495746683,0.160125303842819,0.153386974814752,0.147195464629118,0.141488121447753,0.136211048402313,0.131317735992975,0.126767919870897,0.122526626581135,0.118563375789414,0.114851512639317,0.111367648256351,0.10809119011313,0.105003947078634,0.102089796574505,0.0993344034267318,0.0967249817986041,0.0942500930790499,0.0918994738303239,0.0896638889138932
"10",0.808647550052316,0.719109339010736,0.642081386187107,0.575644047271783,0.518264171287719,0.468642512705178,0.425662181432245,0.388361166824197,0.355912482605089,0.327607425980618,0.302840613944723,0.281096419519049,0.26193671913277,0.24498992788836,0.229941292409915,0.216524385668165,0.204513724185373,0.193718411390095,0.18397670232199,0.175151383125813,0.167125862045745,0.159800875238796,0.153091719266966,0.14692593154039,0.14124134951742,0.135984488627866,0.131109187374327,0.126575475728628,0.122348629720388,0.118398381022174,0.114698255420725,0.111225018398131,0.107958209712694,0.104879751949842,0.101973620589154,0.0992255652782188,0.0966228737840042,0.0941541715659488,0.0918092511325616,0.0895789263479979
"11",0.80408926309387,0.715087092452596,0.638565190218513,0.572585044276799,0.515609552311917,0.466341148503716,0.423666937507129,0.38662976916331,0.35440767649303,0.326296775711016,0.301696125191336,0.280094085724026,0.26105605001733,0.244213493140558,0.229254298427803,0.215914293855724,0.20396991351164,0.193231884437982,0.18353983206679,0.17475769666906,0.166769857137637,0.159477865415614,0.152797703649995,0.146657485684259,0.140995534089842,0.135758773106152,0.130901386330899,0.126383695633757,0.12217122450886,0.118233914949833,0.114545471977905,0.111082814252715,0.107825612829531,0.1047559031793,0.101857758139572,0.0991170115883948,0.0965210243958449,0.0940584856668254,0.0917192434941506,0.089494160435549
"12",0.799550487222793,0.711087240791852,0.635070813202779,0.56954610417072,0.512972858398301,0.464055530854231,0.421685377005438,0.384910176012034,0.352913004322455,0.324994797629241,0.300559043819749,0.279098073659825,0.260180776123501,0.243441666142167,0.228571244742234,0.215307577571962,0.203429000873039,0.192747851841965,0.183105114699495,0.174365873936735,0.166415470700653,0.159156265646489,0.152504920569962,0.146390120781301,0.140750669818287,0.135533897272089,0.130694328953822,0.126192576229436,0.121994408055136,0.118069975074381,0.114393160146244,0.110941033938824,0.107693397823832,0.104632399333593,0.101742207969274,0.0990087412528944,0.0964194326609351,0.0939630345219305,0.0916294501537276,0.0894095905007518
"13",0.795031718408625,0.707109896729475,0.631598236428119,0.56652715630337,0.510353999935728,0.461785566655184,0.419717410860079,0.383202305843851,0.351428393461935,0.323701428181391,0.299429314911158,0.27810833629198,0.259310857427248,0.242674412989569,0.227892102723402,0.214704212687959,0.202890965954777,0.192266296502666,0.182672535821347,0.173975902792585,0.166062692491028,0.158836067269433,0.152213362686847,0.14612383059687,0.140506751393289,0.135309856591651,0.130488011360143,0.126002114180487,0.121818177485962,0.117906558913059,0.114241317773979,0.110799675586023,0.107561563064966,0.104509238987093,0.101626968828403,0.0989007531730096,0.0963180976109262,0.0938678172756692,0.0915398703535039,0.0893252158708946
