swab_id,individual,InitialStage,Temperature, avg_ct_score, avg_ge_score,ZE, date_collected,day, species, lifestage, gosner_stage, weight, svl, sex, notes, frog_condition, total_wt, bag_wt, part_swabbed, source_location, live_zsp_count (zsp/ml), sample_type, zsp_count_notes, container, life_stage, 
TExpT12_3_Apr14,T12_3,tadpole,12,0,0,0, 04/14/2009,29, Rana sierrae, tadpole,28,,,,,,,, M,,,,,,,
TExpT12_3_Apr17,T12_3,tadpole,12,0,0,0, 04/17/2009,32, Rana sierrae, tadpole,28,,,,,,,, M,,,,,,,
TExpT12_3_Apr20,T12_3,tadpole,12,0,0,0, 04/20/2009,35, Rana sierrae, tadpole,29,,,,,,,, M,,,,,,,
TExpT12_3_Apr23,T12_3,tadpole,12,0,0,0, 04/23/2009,38, Rana sierrae, tadpole,31,,,,,,,, M,,,,,,,
TExpT12_3_Apr26,T12_3,tadpole,12,0,0,0, 04/26/2009,41, Rana sierrae, tadpole,31,,,,,,,, M,,,,,,,
TExpT12_3_Apr29,T12_3,tadpole,12,0,0,0, 04/29/2009,44, Rana sierrae, tadpole,31,,,,,,,, M,,,,,,,
TExpT12_3_May2,T12_3,tadpole,12,41.4318,0.0113,0.904, 05/02/2009,47, Rana sierrae, tadpole,31,,,,,,,,,,,,,,,
TExpT12_3_May5,T12_3,tadpole,12,42.933,0.0071,0.568, 05/05/2009,50, Rana sierrae, tadpole,26,,,,,,,, M,,,,,,,
TExpT12_3_May8,T12_3,tadpole,12,0,0,0, 05/08/2009,53, Rana sierrae, tadpole,26,,,,,,,, M,,,,,,,
TExpT12_3_May11,T12_3,tadpole,12,0,0,0, 05/11/2009,56, Rana sierrae, tadpole,33,,,,,,,, M,,,,,,,
TExpT12_3_May14,T12_3,tadpole,12,0,0,0, 05/14/2009,59, Rana sierrae, tadpole,34,,,,,,,, M,,,,,,,
TExpT12_3_May17,T12_3,tadpole,12,0,0,0, 05/17/2009,62, Rana sierrae, tadpole,31,,,,,,,, M,,,,,,,
TExpT12_3_May20,T12_3,tadpole,12,41.0357,0.0112,0.896, 05/20/2009,65, Rana sierrae, tadpole,31,,,,,,,, M,,,,,,,
TExpT12_3_May23,T12_3,tadpole,12,0,0,0, 05/23/2009,68, Rana sierrae, tadpole,31,,,,,,,, M,,,,,,,
TExpT12_3_May26,T12_3,tadpole,12,0,0,0, 05/26/2009,71, Rana sierrae, tadpole,32,,,,,,,, M,,,,,,,
TExpT12_3_May29,T12_3,tadpole,12,0,0,0, 05/29/2009,74, Rana sierrae, tadpole,32,,,,,,,, M,,,,,,,
TExpT12_3_Jun1,T12_3,tadpole,12,0,0,0, 06/01/2009,77, Rana sierrae, tadpole,31,,,,,,,, M,,,,,,,
TExpT12_3_Jun4,T12_3,tadpole,12,40.724,0.0132,1.056, 06/04/2009,80, Rana sierrae, tadpole,31,,,,,,,, M,,,,,,,
TExpT12_3_Jun7,T12_3,tadpole,12,0,0,0, 06/07/2009,83, Rana sierrae, tadpole,32,,,,,,,, M,,,,,,,
TExpT12_3_Jun10,T12_3,tadpole,12,0,0,0, 06/10/2009,86, Rana sierrae, tadpole,31,,,,,,,, M,,,,,,,
TExpT12_3_Jun13,T12_3,tadpole,12,35.4713,0.0917,7.336, 06/13/2009,89, Rana sierrae, tadpole,31,,,,,,,, M,,,,,,,
TExpT12_3_Jun16,T12_3,tadpole,12,0,0,0, 06/16/2009,92, Rana sierrae, tadpole,32,,,,,,,, M,,,,,,,
TExpT12_3_Jun19,T12_3,tadpole,12,43.2078,0.0036,0.288, 06/19/2009,95, Rana sierrae, tadpole,32,,,,,,,, M,,,,,,,
TExpT12_3_Jun22,T12_3,tadpole,12,0,0,0, 06/22/2009,98, Rana sierrae, tadpole,32,,,,,,,, M,,,,,,,
TExpT12_3_Jun25,T12_3,tadpole,12,0,0,0, 06/25/2009,101, Rana sierrae, tadpole,32,,,,,,,, M,,,,,,,
TexpT12_3_Jun28,T12_3,tadpole,12,0,0,0, 06/28/2009,104, Rana sierrae, tadpole,32,,,,,,,, M,,,,,,,
TexpT12_3_Jul1,T12_3,tadpole,12,0,0,0, 07/01/2009,107, Rana sierrae, tadpole,32,,,,,,,, M,,,,,,,
TexpT12_3_Jul4,T12_3,tadpole,12,0,0,0, 07/04/2009,110, Rana sierrae, tadpole,32,,,,,,,, M,,,,,,,
TExpT12_3_Jul7,T12_3,tadpole,12,0,0,0, 07/07/2009,113, Rana sierrae, tadpole,32,,,,,,,, M,,,,,,,
TExpT12_3_Jul10,T12_3,tadpole,12,0,0,0, 07/10/2009,116, Rana sierrae, tadpole,32,,,,,,,, M,,,,,,,
TExpT12_3_Jul13,T12_3,tadpole,12,0,0,0, 07/13/2009,119, Rana sierrae, tadpole,32,,,,,,,, M,,,,,,,
TExpT12_3_Nov10,T12_3,tadpole,12,0,0,0, 11/10/2009,239, Rana sierrae,,33,,,, strong full mouthparts,,,,,,,,,, tadpole,
TExpT12_4_Feb2_FDIC,T12_4,tadpole,12,0,0,0,2/2/09,-42,,,,,,,,,,,,,,,,,,
TExpT12_4_Mar16,T12_4,tadpole,12,0,0,0, 03/16/2009,0, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Mar24,T12_4,tadpole,12,0,0,0, 03/24/2009,8, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT12_4_Mar27,T12_4,tadpole,12,0,0,0, 03/27/2009,11, Rana sierrae, tadpole,40,,,,,,,, M,,,,,,,
TExpT12_4_Mar30,T12_4,tadpole,12,0,0,0, 03/30/2009,14, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Apr2,T12_4,tadpole,12,0,0,0, 04/02/2009,17, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Apr5,T12_4,tadpole,12,0,0,0, 04/05/2009,20, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Apr8,T12_4,tadpole,12,0,0,0, 04/08/2009,23, Rana sierrae, tadpole,38,,,,,,,, M,,,,,,,
TExpT12_4_Apr11,T12_4,tadpole,12,0,0,0, 04/11/2009,26, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_4_Apr14,T12_4,tadpole,12,0,0,0, 04/14/2009,29, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT12_4_Apr17,T12_4,tadpole,12,0,0,0, 04/17/2009,32, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT12_4_Apr20,T12_4,tadpole,12,0,0,0, 04/20/2009,35, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_4_Apr23,T12_4,tadpole,12,0,0,0, 04/23/2009,38, Rana sierrae, tadpole,38,,,,,,,, M,,,,,,,
TExpT12_4_Apr26,T12_4,tadpole,12,0,0,0, 04/26/2009,41, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Apr29,T12_4,tadpole,12,20.85525,0.00475,0.38, 04/29/2009,44, Rana sierrae, tadpole,38,,,,,,,, M,,,,,,,
TExpT12_4_May2,T12_4,tadpole,12,0,0,0, 05/02/2009,47, Rana sierrae, tadpole,38,,,,,,,,,,,,,,,
TExpT12_4_May5,T12_4,tadpole,12,0,0,0, 05/05/2009,50, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_4_May8,T12_4,tadpole,12,0,0,0, 05/08/2009,53, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT12_4_May11,T12_4,tadpole,12,0,0,0, 05/11/2009,56, Rana sierrae, tadpole,40,,,,,,,, M,,,,,,,
TExpT12_4_May14,T12_4,tadpole,12,0,0,0, 05/14/2009,59, Rana sierrae, tadpole,40,,,,,,,, M,,,,,,,
TExpT12_4_May17,T12_4,tadpole,12,0,0,0, 05/17/2009,62, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_May20,T12_4,tadpole,12,0,0,0, 05/20/2009,65, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_May23,T12_4,tadpole,12,0,0,0, 05/23/2009,68, Rana sierrae, tadpole,40,,,,,,,, M,,,,,,,
TExpT12_4_May26,T12_4,tadpole,12,0,0,0, 05/26/2009,71, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_May29,T12_4,tadpole,12,0,0,0, 05/29/2009,74, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Jun1,T12_4,tadpole,12,46.9438,0.0002,0.016, 06/01/2009,77, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Jun4,T12_4,tadpole,12,0,0,0, 06/04/2009,80, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Jun7,T12_4,tadpole,12,0,0,0, 06/07/2009,83, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Jun10,T12_4,tadpole,12,0,0,0, 06/10/2009,86, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Jun13,T12_4,tadpole,12,0,0,0, 06/13/2009,89, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Jun16,T12_4,tadpole,12,0,0,0, 06/16/2009,92, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Jun19,T12_4,tadpole,12,0,0,0, 06/19/2009,95, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Jun22,T12_4,tadpole,12,0,0,0, 06/22/2009,98, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Jun25,T12_4,tadpole,12,0,0,0, 06/25/2009,101, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Jun28,T12_4,tadpole,12,41.7474,0.0381,3.048, 06/28/2009,104, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TexpT12_4_Jul1,T12_4,tadpole,12,37.6628,0.5494,43.952, 07/01/2009,107, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TexpT12_4_Jul4,T12_4,tadpole,12,0,0,0, 07/04/2009,110, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Jul7,T12_4,tadpole,12,0,0,0, 07/07/2009,113, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Jul10,T12_4,tadpole,12,0,0,0, 07/10/2009,116, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Jul13,T12_4,tadpole,12,0,0,0, 07/13/2009,119, Rana sierrae, tadpole,39,,,,,,,, M,,,,,,,
TExpT12_4_Nov9,T12_4,tadpole,12,0,0,0, 11/09/2009,238, Rana sierrae,,44,,,, Itraconazole tmnt Day1 (pre-treatment)(1.5 mg/L),,,,,,,,,, metamorph,
TExpT12_4_Nov10,T12_4,tadpole,12,0,0,0, 11/10/2009,239, Rana sierrae,,44,,,, Itraconazole tmnt Day2 (pre-treatment)(1.5 mg/L),,,,,,,,,, metamorph,
TExpT12_4_Nov11,T12_4,tadpole,12,0,0,0, 11/11/2009,240, Rana sierrae,,44,,,, Itraconazole tmnt Day3 (pre-treatment)(1.5 mg/L),,,,,,,,,, metamorph,
TExpT12_4_Nov12,T12_4,tadpole,12,0,0,0, 11/12/2009,241, Rana sierrae,,44,,,, Itraconazole tmnt Day4 (pre-treatment)(1.5 mg/L),,,,,,,,,, metamorph,
TExpT12_4_Nov13,T12_4,tadpole,12,0,0,0, 11/13/2009,242, Rana sierrae,,44,,,, Itraconazole tmnt Day5 (pre-treatment)(1.5 mg/L),,,,,,,,,, metamorph,
TExpT12_4_Nov14,T12_4,tadpole,12,0,0,0, 11/14/2009,243, Rana sierrae,,44,,,, Itraconazole tmnt Day6 (pre-treatment)(1.5 mg/L),,,,,,,,,, metamorph,
TExpT12_4_Nov15,T12_4,tadpole,12,0,0,0, 11/15/2009,244, Rana sierrae,,44,,,, Itraconazole tmnt Day7 (pre-treatment)(1.5 mg/L),,,,,,,,,, metamorph,
TExpT12_5_Mar16,T12_5,tadpole,12,0,0,0, 03/16/2009,0, Rana sierrae, tadpole,36,,,, TAIL VERY PINK (BLOOD UNDER SKIN),,,, M,,,,,,,
TExpT12_5_Mar24,T12_5,tadpole,12,0,0,0, 03/24/2009,8, Rana sierrae, tadpole,33,,,,,,,, M,,,,,,,
TExpT12_5_Mar27,T12_5,tadpole,12,0,0,0, 03/27/2009,11, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT12_5_Mar30,T12_5,tadpole,12,0,0,0, 03/30/2009,14, Rana sierrae, tadpole,35,,,,,,,, M,,,,,,,
TExpT12_5_Apr2,T12_5,tadpole,12,0,0,0, 04/02/2009,17, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Apr5,T12_5,tadpole,12,0,0,0, 04/05/2009,20, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Apr8,T12_5,tadpole,12,46.9364,0.0002,0.016, 04/08/2009,23, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Apr11,T12_5,tadpole,12,35.7141,0.4435,35.48, 04/11/2009,26, Rana sierrae, tadpole,32,,,,,,,, M,,,,,,,
TExpT12_5_Apr14,T12_5,tadpole,12,0,0,0, 04/14/2009,29, Rana sierrae, tadpole,29,,,,,,,, M,,,,,,,
TExpT12_5_Apr17,T12_5,tadpole,12,0,0,0, 04/17/2009,32, Rana sierrae, tadpole,31,,,,,,,, M,,,,,,,
TExpT12_5_Apr20,T12_5,tadpole,12,0,0,0, 04/20/2009,35, Rana sierrae, tadpole,33,,,,,,,, M,,,,,,,
TExpT12_5_Apr23,T12_5,tadpole,12,0,0,0, 04/23/2009,38, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT12_5_Apr26,T12_5,tadpole,12,0,0,0, 04/26/2009,41, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Apr29,T12_5,tadpole,12,20.65975,0.00605,0.484, 04/29/2009,44, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT12_5_May2,T12_5,tadpole,12,42.3129,0.0107,0.856, 05/02/2009,47, Rana sierrae, tadpole,37,,,,,,,,,,,,,,,
TExpT12_5_May5,T12_5,tadpole,12,44.6905,0.0022,0.176, 05/05/2009,50, Rana sierrae, tadpole,35,,,,,,,, M,,,,,,,
TExpT12_5_May8,T12_5,tadpole,12,0,0,0, 05/08/2009,53, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT12_5_May11,T12_5,tadpole,12,0,0,0, 05/11/2009,56, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT12_5_May14,T12_5,tadpole,12,0,0,0, 05/14/2009,59, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT12_5_May17,T12_5,tadpole,12,0,0,0, 05/17/2009,62, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_May20,T12_5,tadpole,12,0,0,0, 05/20/2009,65, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT12_5_May23,T12_5,tadpole,12,0,0,0, 05/23/2009,68, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_May26,T12_5,tadpole,12,0,0,0, 05/26/2009,71, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_May29,T12_5,tadpole,12,0,0,0, 05/29/2009,74, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Jun1,T12_5,tadpole,12,39.6994,0.026,2.08, 06/01/2009,77, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Jun4,T12_5,tadpole,12,38.1554,0.072,5.76, 06/04/2009,80, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Jun7,T12_5,tadpole,12,0,0,0, 06/07/2009,83, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT12_5_Jun10,T12_5,tadpole,12,35.9884,0.0654,5.232, 06/10/2009,86, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Jun13,T12_5,tadpole,12,28.3931,9.3959,751.672, 06/13/2009,89, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Jun16,T12_5,tadpole,12,0,0,0, 06/16/2009,92, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Jun19,T12_5,tadpole,12,0,0,0, 06/19/2009,95, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Jun22,T12_5,tadpole,12,0,0,0, 06/22/2009,98, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Jun25,T12_5,tadpole,12,0,0,0, 06/25/2009,101, Rana sierrae, tadpole,36,,,, DORSAL TAIL BLOODY,,,, M,,,,,,,
TexpT12_5_Jun28,T12_5,tadpole,12,0,0,0, 06/28/2009,104, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TexpT12_5_Jul1,T12_5,tadpole,12,42.3434,0.0258,2.064, 07/01/2009,107, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TexpT12_5_Jul4,T12_5,tadpole,12,0,0,0, 07/04/2009,110, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Jul7,T12_5,tadpole,12,0,0,0, 07/07/2009,113, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Jul10,T12_5,tadpole,12,0,0,0, 07/10/2009,116, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Jul13,T12_5,tadpole,12,0,0,0, 07/13/2009,119, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT12_5_Nov10,T12_5,tadpole,12,0,0,0, 11/10/2009,239, Rana sierrae,,36,,,, strong full mouthparts,,,,,,,,,, tadpole,
TExpT20_1_Mar16,T20_1,tadpole,20,0,0,0, 03/16/2009,0, Rana sierrae, tadpole,30,,,, BLOODY/RED AREAS UNDER SKIN NO BLEEDING,,,, M,,,,,,,
TExpT20_1_Mar24,T20_1,tadpole,20,0,0,0, 03/24/2009,8, Rana sierrae, tadpole,34,,,,,,,, M,,,,,,,
TExpT20_1_Mar27,T20_1,tadpole,20,0,0,0, 03/27/2009,11, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT20_1_Mar30,T20_1,tadpole,20,0,0,0, 03/30/2009,14, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT20_1_Apr2,T20_1,tadpole,20,0,0,0, 04/02/2009,17, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT20_1_Apr5,T20_1,tadpole,20,0,0,0, 04/05/2009,20, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT20_1_Apr8,T20_1,tadpole,20,0,0,0, 04/08/2009,23, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT20_1_Apr11,T20_1,tadpole,20,0,0,0, 04/11/2009,26, Rana sierrae, tadpole,33,,,,,,,, M,,,,,,,
TExpT20_1_Apr14,T20_1,tadpole,20,41.7933,0.0111,0.888, 04/14/2009,29, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT20_1_Apr17,T20_1,tadpole,20,0,0,0, 04/17/2009,32, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT20_1_Apr20,T20_1,tadpole,20,0,0,0, 04/20/2009,35, Rana sierrae, tadpole,41,,,,,,,, M,,,,,,,
TExpT20_1_Apr23,T20_1,tadpole,20,0,0,0, 04/23/2009,38, Rana sierrae, tadpole,41,,,,,,,, M,,,,,,,
TExpT20_1_Apr26,T20_1,tadpole,20,0,0,0, 04/26/2009,41, Rana sierrae, tadpole,41,,,, PINK UNDER SKIN,,,, M,,,,,,,
TExpT20_1_Apr29,T20_1,tadpole,20,0,0,0, 04/29/2009,44, Rana sierrae, metamorph,42,,,,,,,, M,,,,,,,
TExpT20_1_May2,T20_1,tadpole,20,39.9766,0.028,2.24, 05/02/2009,47, Rana sierrae, metamorph,43,,,,,,,,,,,,,,,
TExpT20_1_May5,T20_1,tadpole,20,29.2614,3.6016,288.128, 05/05/2009,50, Rana sierrae, tadpole,43,,,,,,,, L,,,,,,,
TExpT20_1_May8,T20_1,tadpole,20,0,0,0, 05/08/2009,53, Rana sierrae, metamorph,43,,,,,,,, L,,,,,,,
TExpT20_1_May11,T20_1,tadpole,20,,,dead, 05/11/2009,56, Rana sierrae, metamorph,43,,,, FOUND DEAD IN CAGE,,,, L,,,,,,,
TExpT20_1_May14,T20_1,tadpole,20,,,dead, 05/14/2009,59, Rana sierrae, mmetamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_May17,T20_1,tadpole,20,,,dead, 05/17/2009,62, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_May20,T20_1,tadpole,20,,,dead, 05/20/2009,65, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_May23,T20_1,tadpole,20,,,dead, 05/23/2009,68, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_May26,T20_1,tadpole,20,,,dead, 05/26/2009,71, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_May29,T20_1,tadpole,20,,,dead, 05/29/2009,74, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jun1,T20_1,tadpole,20,,,dead, 06/01/2009,77, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jun4,T20_1,tadpole,20,,,dead, 06/04/2009,80, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jun7,T20_1,tadpole,20,,,dead, 06/07/2009,83, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jun10,T20_1,tadpole,20,,,dead, 06/10/2009,86, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jun13,T20_1,tadpole,20,,,dead, 06/13/2009,89, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jun16,T20_1,tadpole,20,,,dead, 06/16/2009,92, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jun19,T20_1,tadpole,20,,,dead, 06/19/2009,95, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jun22,T20_1,tadpole,20,,,dead, 06/22/2009,98, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jun25,T20_1,tadpole,20,,,dead, 06/25/2009,101, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jun28,T20_1,tadpole,20,,,dead, 06/28/2009,104, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jul1,T20_1,tadpole,20,,,dead, 07/01/2009,107, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jul4,T20_1,tadpole,20,,,dead, 07/04/2009,110, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jul7,T20_1,tadpole,20,,,dead, 07/07/2009,113, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jul10,T20_1,tadpole,20,,,dead, 07/10/2009,116, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_1_Jul13,T20_1,tadpole,20,,,dead, 07/13/2009,119, Rana sierrae, metamorph,,,,, DEAD 5/11/09,,,,,,,,,,,
TExpT20_2_Mar16,T20_2,tadpole,20,0,0,0, 03/16/2009,0, Rana sierrae, tadpole,33,,,,,,,, M,,,,,,,
TExpT20_2_Mar24,T20_2,tadpole,20,0,0,0, 03/24/2009,8, Rana sierrae, tadpole,31,,,,,,,, M,,,,,,,
TExpT20_2_Mar27,T20_2,tadpole,20,0,0,0, 03/27/2009,11, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT20_2_Mar30,T20_2,tadpole,20,0,0,0, 03/30/2009,14, Rana sierrae, tadpole,36,,,, DOING FINE AFTER FALL ON FRI 3/27,,,, M,,,,,,,
TExpT20_2_Apr2,T20_2,tadpole,20,0,0,0, 04/02/2009,17, Rana sierrae, tadpole,36,,,,,,,, M,,,,,,,
TExpT20_2_Apr5,T20_2,tadpole,20,0,0,0, 04/05/2009,20, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT20_2_Apr8,T20_2,tadpole,20,0,0,0, 04/08/2009,23, Rana sierrae, tadpole,41,,,,,,,, M,,,,,,,
TExpT20_2_Apr11,T20_2,tadpole,20,0,0,0, 04/11/2009,26, Rana sierrae, tadpole,37,,,,,,,, M,,,,,,,
TExpT20_2_Apr14,T20_2,tadpole,20,0,0,0, 04/14/2009,29, Rana sierrae, tadpole,40,,,,,,,, M,,,,,,,
TExpT20_2_Apr17,T20_2,tadpole,20,0,0,0, 04/17/2009,32, Rana sierrae, tadpole,40,,,,,,,, M,,,,,,,
TExpT20_2_Apr20,T20_2,tadpole,20,40.6928,0.0331,2.648, 04/20/2009,35, Rana sierrae, metamorph,45,,,,,,,, M,,,,,,,
TExpT20_2_Apr23,T20_2,tadpole,20,0,0,0, 04/23/2009,38, Rana sierrae, subadult,46,,,,,,,, L,,,,,,,
TExpT20_2_Apr26,T20_2,tadpole,20,0,0,0, 04/26/2009,41, Rana sierrae, subadult,45,,,, SEEMS HEALTHY,,,, L,,,,,,,
TExpT20_2_Apr29,T20_2,tadpole,20,0,0,0, 04/29/2009,44, Rana sierrae, subadult,46,,,,,,,, L,,,,,,,
TExpT20_2_May2,T20_2,tadpole,20,0,0,0, 05/02/2009,47, Rana sierrae, subadult,46,,,,,,,,,,,,,,,
TExpT20_2_May5,T20_2,tadpole,20,24.5356,84.4235,6753.88, 05/05/2009,50, Rana sierrae, tadpole,45,,,,,,,, L,,,,,,,
TExpT20_2_May8,T20_2,tadpole,20,0,0,0, 05/08/2009,53, Rana sierrae, subadult,46,,,,,,,, L,,,,,,,
TExpT20_2_May11,T20_2,tadpole,20,0,0,0, 05/11/2009,56, Rana sierrae, subadult,46,,,,,,,, L,,,,,,,
TExpT20_2_May14,T20_2,tadpole,20,0,0,0, 05/14/2009,59, Rana sierrae, subadult,46,,,,,,,, L,,,,,,,
TExpT20_2_May17,T20_2,tadpole,20,0,0,0, 05/17/2009,62, Rana sierrae, subadult,46,,,,,,,, L,,,,,,,
TExpT20_2_May20,T20_2,tadpole,20,0,0,0, 05/20/2009,65, Rana sierrae, subadult,46,,,,,,,, L,,,,,,,
TExpT20_2_May23,T20_2,tadpole,20,0,0,0, 05/23/2009,68, Rana sierrae, subadult,46,,,,,,,, L,,,,,,,
TExpT20_2_May26,T20_2,tadpole,20,0,0,0, 05/26/2009,71, Rana sierrae, subadult,46,,,, GOOD RIGHTING REFLEX, HEALTHY,,, L,,,,,,,
TExpT20_2_May29,T20_2,tadpole,20,0,0,0, 05/29/2009,74, Rana sierrae, subadult,46,,,,,,,, L,,,,,,,
TExpT20_2_Jun1,T20_2,tadpole,20,0,0,0, 06/01/2009,77, Rana sierrae, subadult,46,,28.5,,,,,, L,,,,,,,
TExpT20_2_Jun4,T20_2,tadpole,20,0,0,0, 06/04/2009,80, Rana sierrae, subadult,46,,,,,,,, L,,,,,,,
