swab_id,individual,InitialStage,Temperature, avg_ct_score, avg_ge_score,ZE, date_collected,day, species, lifestage, gosner_stage, weight, svl, sex, notes, frog_condition, total_wt, bag_wt, part_swabbed, source_location, live_zsp_count (zsp/ml), sample_type, zsp_count_notes, container, life_stage, 
TExpF4_1_Mar16,F4_1,adult,4,0,0,0, 03/16/2009,0, Rana sierrae, adult,46,15.3,46.1, M,, HEALTHY,18.3,3, L,,,,,,,
TExpF4_1_Mar24,F4_1,adult,4,38.7485,0.1208,9.664, 03/24/2009,8, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF4_1_Mar27,F4_1,adult,4,37.1561,0.3384,27.072, 03/27/2009,11, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF4_1_Mar30,F4_1,adult,4,37.5422,0.0372,2.976, 03/30/2009,14, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF4_1_Apr2,F4_1,adult,4,0,0,0, 04/02/2009,17, Rana sierrae, adult,46,15.7,51, M,, HEALTHY,18.6,2.9, L,,,,,,,
TExpF4_1_Apr5,F4_1,adult,4,0,0,0, 04/05/2009,20, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF4_1_Apr8,F4_1,adult,4,0,0,0, 04/08/2009,23, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF4_1_Apr11,F4_1,adult,4,39.7234,0.0304,2.432, 04/11/2009,26, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF4_1_Apr14,F4_1,adult,4,0,0,0, 04/14/2009,29, Rana sierrae, adult,46,14.4,46.7, M,, HEALTHY,16.5,2.1, L,,,,,,,
TExpF4_1_Apr17,F4_1,adult,4,0,0,0, 04/17/2009,32, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_Apr20,F4_1,adult,4,41.9884,0.0144,1.152, 04/20/2009,35, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_Apr23,F4_1,adult,4,0,0,0, 04/23/2009,38, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_Apr26,F4_1,adult,4,0,0,0, 04/26/2009,41, Rana sierrae, adult,46,15.3,47, M,, HEALTHY,18.2,2.9, L,,,,,,,
TExpF4_1_Apr29,F4_1,adult,4,38.2059,0.0846,6.768, 04/29/2009,44, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_May2,F4_1,adult,4,0,0,0, 05/02/2009,47, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_May5,F4_1,adult,4,39.6018,0.0354,2.832, 05/05/2009,50, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_May8,F4_1,adult,4,0,0,0, 05/08/2009,53, Rana sierrae, adult,46,15.4,, M,, HEALTHY,17.2,1.8, L,,,,,,,
TExpF4_1_May11,F4_1,adult,4,0,0,0, 05/11/2009,56, Rana sierrae, adult,46,,46.5, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_May14,F4_1,adult,4,0,0,0, 05/14/2009,59, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_May17,F4_1,adult,4,38.3129,0.0727,5.816, 05/17/2009,62, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_May20,F4_1,adult,4,39.1309,0.0414,3.312, 05/20/2009,65, Rana sierrae, adult,46,15.5,47.9, M,, HEALTHY,21,5.5, L,,,,,,,
TExpF4_1_May23,F4_1,adult,4,42.3675,0.0081,0.648, 05/23/2009,68, Rana sierrae, adult,46,,, M, SKIN SLOUGHING OTW HEALTHY, HEALTHY,,, L,,,,,,,
TExpF4_1_May26,F4_1,adult,4,37.7129,0.0762,6.096, 05/26/2009,71, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_May29,F4_1,adult,4,0,0,0, 05/29/2009,74, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_Jun1,F4_1,adult,4,38.3859,0.0618,4.944, 06/01/2009,77, Rana sierrae, adult,46,15.2,47, M,, HEALTHY,20.4,5.2, L,,,,,,,
TExpF4_1_Jun4,F4_1,adult,4,38.3852,0.0619,4.952, 06/04/2009,80, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_Jun7,F4_1,adult,4,38.7709,0.0879,7.032, 06/07/2009,83, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_Jun10,F4_1,adult,4,34.6031,0.1618,12.944, 06/10/2009,86, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_Jun13,F4_1,adult,4,37.5403,0.0237,1.896, 06/13/2009,89, Rana sierrae, adult,46,14.5,50, M,, HEALTHY,19.8,5.3, L,,,,,,,
TExpF4_1_Jun16,F4_1,adult,4,35.9686,0.6931,55.448, 06/16/2009,92, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_Jun19,F4_1,adult,4,39.5242,0.0432,3.456, 06/19/2009,95, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_Jun22,F4_1,adult,4,35.1885,0.8053,64.424, 06/22/2009,98, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_Jun25,F4_1,adult,4,32.0069,9.3456,747.648, 06/25/2009,101, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TexpF4_1_Jun28,F4_1,adult,4,37.0841,0.8019,64.152, 06/28/2009,104, Rana sierrae, adult,46,15.1,49.9, M,, HEALTHY,20.3,5.2, L,,,,,,,
TexpF4_1_Jul1,F4_1,adult,4,38.2713,0.3691,29.528, 07/01/2009,107, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TexpF4_1_Jul4,F4_1,adult,4,41.5198,0.0442,3.536, 07/04/2009,110, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_Jul7,F4_1,adult,4,36.5243,0.1737,13.896, 07/07/2009,113, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_1_Jul10,F4_1,adult,4,37.5886,0.2425,19.4, 07/10/2009,116, Rana sierrae, adult,46,,, M, baggy pants?, HEALTHY,,, L,,,,,,,
TExpF4_1_Jul13,F4_1,adult,4,33.8486,2.5776,206.208, 07/13/2009,119, Rana sierrae, adult,46,15.3,48, M, WEIGHED 6/15, HEALTHY,20.6,5.3, L,,,,,,,
TExpF4_1_Nov10,F4_1,adult,4,0,0,0, 11/10/2009,239, Rana sierrae,,46,,,, sluggish but healthy,,,,,,,,,, adult,
TExpF4_2_Mar16,F4_2,adult,4,0,0,0, 03/16/2009,0, Rana sierrae, adult,46,17.4,52.9, F,, HEALTHY,20.4,3, L,,,,,,,
TExpF4_2_Mar24,F4_2,adult,4,35.9493,0.7386,59.088, 03/24/2009,8, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_2_Mar27,F4_2,adult,4,35.5338,0.9663,77.304, 03/27/2009,11, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_2_Mar30,F4_2,adult,4,36.8526,0.0557,4.456, 03/30/2009,14, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_2_Apr2,F4_2,adult,4,0,0,0, 04/02/2009,17, Rana sierrae, adult,46,18.6,55.8, F,, HEALTHY,21.5,2.9, L,,,,,,,
TExpF4_2_Apr5,F4_2,adult,4,0,0,0, 04/05/2009,20, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_2_Apr8,F4_2,adult,4,0,0,0, 04/08/2009,23, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_2_Apr11,F4_2,adult,4,0,0,0, 04/11/2009,26, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_2_Apr14,F4_2,adult,4,0,0,0, 04/14/2009,29, Rana sierrae, adult,46,17.8,49.3, F,, HEALTHY,20.3,2.5, L,,,,,,,
TExpF4_2_Apr17,F4_2,adult,4,0,0,0, 04/17/2009,32, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_Apr20,F4_2,adult,4,41.0902,0.0256,2.048, 04/20/2009,35, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_Apr23,F4_2,adult,4,0,0,0, 04/23/2009,38, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_Apr26,F4_2,adult,4,0,0,0, 04/26/2009,41, Rana sierrae, adult,46,19,45.5, F,, HEALTHY,21.9,2.9, L,,,,,,,
TExpF4_2_Apr29,F4_2,adult,4,0,0,0, 04/29/2009,44, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_May2,F4_2,adult,4,0,0,0, 05/02/2009,47, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_May5,F4_2,adult,4,0,0,0, 05/05/2009,50, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_May8,F4_2,adult,4,0,0,0, 05/08/2009,53, Rana sierrae, adult,46,19,, F,, HEALTHY,24.1,5.1, L,,,,,,,
TExpF4_2_May11,F4_2,adult,4,0,0,0, 05/11/2009,56, Rana sierrae, adult,46,,50, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_May14,F4_2,adult,4,0,0,0, 05/14/2009,59, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_May17,F4_2,adult,4,0,0,0, 05/17/2009,62, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_May20,F4_2,adult,4,0,0,0, 05/20/2009,65, Rana sierrae, adult,46,19.4,50.7, F,, HEALTHY,23.9,4.5, L,,,,,,,
TExpF4_2_May23,F4_2,adult,4,0,0,0, 05/23/2009,68, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_May26,F4_2,adult,4,0,0,0, 05/26/2009,71, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_May29,F4_2,adult,4,0,0,0, 05/29/2009,74, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_Jun1,F4_2,adult,4,0,0,0, 06/01/2009,77, Rana sierrae, adult,46,19.8,50, F,, HEALTHY,25.5,5.7, L,,,,,,,
TExpF4_2_Jun4,F4_2,adult,4,0,0,0, 06/04/2009,80, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_Jun7,F4_2,adult,4,0,0,0, 06/07/2009,83, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_Jun10,F4_2,adult,4,0,0,0, 06/10/2009,86, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_Jun13,F4_2,adult,4,0,0,0, 06/13/2009,89, Rana sierrae, adult,46,18.9,58.3, F,, HEALTHY,24.1,5.2, L,,,,,,,
TExpF4_2_Jun16,F4_2,adult,4,0,0,0, 06/16/2009,92, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_Jun19,F4_2,adult,4,41.9966,0.0082,0.656, 06/19/2009,95, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_Jun22,F4_2,adult,4,0,0,0, 06/22/2009,98, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_Jun25,F4_2,adult,4,0,0,0, 06/25/2009,101, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TexpF4_2_Jun28,F4_2,adult,4,0,0,0, 06/28/2009,104, Rana sierrae, adult,46,19.5,47.6, F,, HEALTHY,25,5.5, L,,,,,,,
TexpF4_2_Jul1,F4_2,adult,4,0,0,0, 07/01/2009,107, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TexpF4_2_Jul4,F4_2,adult,4,0,0,0, 07/04/2009,110, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_Jul7,F4_2,adult,4,0,0,0, 07/07/2009,113, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_2_Jul10,F4_2,adult,4,0,0,0, 07/10/2009,116, Rana sierrae, adult,46,,, F, baggy pants?, HEALTHY,,, L,,,,,,,
TExpF4_2_Jul13,F4_2,adult,4,0,0,0, 07/13/2009,119, Rana sierrae, adult,46,20,55.5, F, WEIGHED 6/15, HEALTHY,25.4,5.4, L,,,,,,,
TExpF4_2_Nov10,F4_2,adult,4,0,0,0, 11/10/2009,239, Rana sierrae,,46,,,, sluggish but healthy; where did eggs go?,,,,,,,,,, adult,
TExpF4_3_Mar16,F4_3,adult,4,0,0,0, 03/16/2009,0, Rana sierrae, adult,46,32,55.2, F, FATTEST FROG EVER SEEN, HEALTHY,34.8,2.8, L,,,,,,,
TExpF4_3_Mar24,F4_3,adult,4,39.7734,0.0622,4.976, 03/24/2009,8, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_3_Mar27,F4_3,adult,4,37.3516,0.2981,23.848, 03/27/2009,11, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_3_Mar30,F4_3,adult,4,37.7365,0.0332,2.656, 03/30/2009,14, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_3_Apr2,F4_3,adult,4,0,0,0, 04/02/2009,17, Rana sierrae, adult,46,33.9,65.2, F,, HEALTHY,36.7,2.8, L,,,,,,,
TExpF4_3_Apr5,F4_3,adult,4,0,0,0, 04/05/2009,20, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_3_Apr8,F4_3,adult,4,36.7765,0.218,17.44, 04/08/2009,23, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_3_Apr11,F4_3,adult,4,0,0,0, 04/11/2009,26, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_3_Apr14,F4_3,adult,4,0,0,0, 04/14/2009,29, Rana sierrae, adult,46,34.8,53.3, F,, HEALTHY,37.7,2.9, L,,,,,,,
TExpF4_3_Apr17,F4_3,adult,4,0,0,0, 04/17/2009,32, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_Apr20,F4_3,adult,4,41.4039,0.0209,1.672, 04/20/2009,35, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_Apr23,F4_3,adult,4,0,0,0, 04/23/2009,38, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_Apr26,F4_3,adult,4,36.9881,0.3143,25.144, 04/26/2009,41, Rana sierrae, adult,46,34.6,53.1, F,, HEALTHY,40,5.4, L,,,,,,,
TExpF4_3_Apr29,F4_3,adult,4,0,0,0, 04/29/2009,44, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_May2,F4_3,adult,4,0,0,0, 05/02/2009,47, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_May5,F4_3,adult,4,40.0026,0.02795,2.236, 05/05/2009,50, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_May8,F4_3,adult,4,0,0,0, 05/08/2009,53, Rana sierrae, adult,46,35.1,, F,, HEALTHY,36.9,1.8, L,,,,,,,
TExpF4_3_May11,F4_3,adult,4,0,0,0, 05/11/2009,56, Rana sierrae, adult,46,,55, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_May14,F4_3,adult,4,0,0,0, 05/14/2009,59, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_May17,F4_3,adult,4,0,0,0, 05/17/2009,62, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_May20,F4_3,adult,4,39.5929,0.0302,2.416, 05/20/2009,65, Rana sierrae, adult,46,35.3,55.8, F,, HEALTHY,40.7,5.4, L,,,,,,,
TExpF4_3_May23,F4_3,adult,4,0,0,0, 05/23/2009,68, Rana sierrae, adult,46,,, F, VERY FAT ENTIRE UNDERSIDE VERY PINK, HEALTHY,,, L,,,,,,,
TExpF4_3_May26,F4_3,adult,4,0,0,0, 05/26/2009,71, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_May29,F4_3,adult,4,0,0,0, 05/29/2009,74, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_Jun1,F4_3,adult,4,0,0,0, 06/01/2009,77, Rana sierrae, adult,46,34.8,56, F,, HEALTHY,40.3,5.5, L,,,,,,,
TExpF4_3_Jun4,F4_3,adult,4,0,0,0, 06/04/2009,80, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_Jun7,F4_3,adult,4,0,0,0, 06/07/2009,83, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_Jun10,F4_3,adult,4,0,0,0, 06/10/2009,86, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_Jun13,F4_3,adult,4,0,0,0, 06/13/2009,89, Rana sierrae, adult,46,34.6,56.1, F,, HEALTHY,39.8,5.2, L,,,,,,,
TExpF4_3_Jun16,F4_3,adult,4,0,0,0, 06/16/2009,92, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_Jun19,F4_3,adult,4,0,0,0, 06/19/2009,95, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_Jun22,F4_3,adult,4,0,0,0, 06/22/2009,98, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_Jun25,F4_3,adult,4,0,0,0, 06/25/2009,101, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TexpF4_3_Jun28,F4_3,adult,4,0,0,0, 06/28/2009,104, Rana sierrae, adult,46,34.9,58.5, F,, HEALTHY,40.1,5.2, L,,,,,,,
TexpF4_3_Jul1,F4_3,adult,4,0,0,0, 07/01/2009,107, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TexpF4_3_Jul4,F4_3,adult,4,0,0,0, 07/04/2009,110, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_Jul7,F4_3,adult,4,0,0,0, 07/07/2009,113, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_Jul10,F4_3,adult,4,0,0,0, 07/10/2009,116, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_3_Jul13,F4_3,adult,4,0,0,0, 07/13/2009,119, Rana sierrae, adult,46,35,56.1, F, WEIGHED 6/15, HEALTHY,40.3,5.3, L,,,,,,,
TExpF4_3_Nov10,F4_3,adult,4,0,0,0, 11/10/2009,239, Rana sierrae,,46,,,, sluggish but healthy; where did eggs go?,,,,,,,,,, adult,
TExpF4_4_Mar16,F4_4,adult,4,0,0,0, 03/16/2009,0, Rana sierrae, adult,46,25,56.8, F,, HEALTHY,27.9,2.9, L,,,,,,,
TExpF4_4_Mar24,F4_4,adult,4,34.1129,2.4229,193.832, 03/24/2009,8, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_4_Mar27,F4_4,adult,4,35.8835,0.7707,61.656, 03/27/2009,11, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_4_Mar30,F4_4,adult,4,0,0,0, 03/30/2009,14, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_4_Apr2,F4_4,adult,4,43.4595,0.0049,0.392, 04/02/2009,17, Rana sierrae, adult,46,26.2,58.1, F,, HEALTHY,29.1,2.9, L,,,,,,,
TExpF4_4_Apr5,F4_4,adult,4,0,0,0, 04/05/2009,20, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_4_Apr8,F4_4,adult,4,38.5684,0.0658,5.264, 04/08/2009,23, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_4_Apr11,F4_4,adult,4,0,0,0, 04/11/2009,26, Rana sierrae, adult,46,,, F,,,,, L,,,,,,,
TExpF4_4_Apr14,F4_4,adult,4,0,0,0, 04/14/2009,29, Rana sierrae, adult,46,21.4,52.4, F,, HEALTHY,24.2,2.8, L,,,,,,,
TExpF4_4_Apr17,F4_4,adult,4,38.4246,0.1425,11.4, 04/17/2009,32, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_Apr20,F4_4,adult,4,43.3109,0.0061,0.488, 04/20/2009,35, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_Apr23,F4_4,adult,4,0,0,0, 04/23/2009,38, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_Apr26,F4_4,adult,4,0,0,0, 04/26/2009,41, Rana sierrae, adult,46,25.9,47.8, F,, HEALTHY,31.2,5.3, L,,,,,,,
TExpF4_4_Apr29,F4_4,adult,4,41.2311,0.0128,1.024, 04/29/2009,44, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_May2,F4_4,adult,4,0,0,0, 05/02/2009,47, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_May5,F4_4,adult,4,40.3894,0.0217,1.736, 05/05/2009,50, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_May8,F4_4,adult,4,0,0,0, 05/08/2009,53, Rana sierrae, adult,46,24.9,, F,, HEALTHY,30.1,5.2, L,,,,,,,
TExpF4_4_May11,F4_4,adult,4,0,0,0, 05/11/2009,56, Rana sierrae, adult,46,,55, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_May14,F4_4,adult,4,0,0,0, 05/14/2009,59, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_May17,F4_4,adult,4,0,0,0, 05/17/2009,62, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_May20,F4_4,adult,4,0,0,0, 05/20/2009,65, Rana sierrae, adult,46,25.1,51.6, F,, HEALTHY,30.8,5.7, L,,,,,,,
TExpF4_4_May23,F4_4,adult,4,0,0,0, 05/23/2009,68, Rana sierrae, adult,46,,, F, VERY FAT ENTIRE UNDERSIDE VERY PINK, HEALTHY,,, L,,,,,,,
TExpF4_4_May26,F4_4,adult,4,0,0,0, 05/26/2009,71, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_May29,F4_4,adult,4,0,0,0, 05/29/2009,74, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_Jun1,F4_4,adult,4,0,0,0, 06/01/2009,77, Rana sierrae, adult,46,25.2,52, F,, HEALTHY,30.5,5.3, L,,,,,,,
TExpF4_4_Jun4,F4_4,adult,4,40.0483,0.0206,1.648, 06/04/2009,80, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_Jun7,F4_4,adult,4,0,0,0, 06/07/2009,83, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_Jun10,F4_4,adult,4,0,0,0, 06/10/2009,86, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_Jun13,F4_4,adult,4,0,0,0, 06/13/2009,89, Rana sierrae, adult,46,25.2,49, F,, HEALTHY,30.4,5.2, L,,,,,,,
TExpF4_4_Jun16,F4_4,adult,4,0,0,0, 06/16/2009,92, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_Jun19,F4_4,adult,4,0,0,0, 06/19/2009,95, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_Jun22,F4_4,adult,4,0,0,0, 06/22/2009,98, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_Jun25,F4_4,adult,4,0,0,0, 06/25/2009,101, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TexpF4_4_Jun28,F4_4,adult,4,0,0,0, 06/28/2009,104, Rana sierrae, adult,46,24.9,53.4, F,, HEALTHY,30.2,5.3, L,,,,,,,
TexpF4_4_Jul1,F4_4,adult,4,0,0,0, 07/01/2009,107, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TexpF4_4_Jul4,F4_4,adult,4,0,0,0, 07/04/2009,110, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_Jul7,F4_4,adult,4,,,dead, 07/07/2009,113, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_Jul10,F4_4,adult,4,0,0,0, 07/10/2009,116, Rana sierrae, adult,46,,, F,, HEALTHY,,, L,,,,,,,
TExpF4_4_Jul13,F4_4,adult,4,0,0,0, 07/13/2009,119, Rana sierrae, adult,46,25.1,53.9, F, WEIGHED 6/15, HEALTHY,30.4,5.3, L,,,,,,,
TExpF4_4_Nov10,F4_4,adult,4,0,0,0, 11/10/2009,239, Rana sierrae,,46,,,, sick card--not sure if frog is ill or if skin redness a result of low temp,,,,,,,,,, adult,
TExpF4_5_Mar16,F4_5,adult,4,0,0,0, 03/16/2009,0, Rana sierrae, adult,46,12.3,46.4, M, BAD RIGHTING REFLEX MAYBE TEMP?, HEALTHY?,15,2.7, L,,,,,,,
TExpF4_5_Mar24,F4_5,adult,4,34.779,1.5747,125.976, 03/24/2009,8, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF4_5_Mar27,F4_5,adult,4,36.8962,0.4003,32.024, 03/27/2009,11, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF4_5_Mar30,F4_5,adult,4,0,0,0, 03/30/2009,14, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF4_5_Apr2,F4_5,adult,4,0,0,0, 04/02/2009,17, Rana sierrae, adult,46,12.3,48.4, M,, HEALTHY,15.3,3, L,,,,,,,
TExpF4_5_Apr5,F4_5,adult,4,37.134,0.0472,3.776, 04/05/2009,20, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF4_5_Apr8,F4_5,adult,4,41.1428,0.0118,0.944, 04/08/2009,23, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF4_5_Apr11,F4_5,adult,4,0,0,0, 04/11/2009,26, Rana sierrae, adult,46,,, M,,,,, L,,,,,,,
TExpF4_5_Apr14,F4_5,adult,4,0,0,0, 04/14/2009,29, Rana sierrae, adult,46,12.4,45.2, M,, HEALTHY,15.3,2.9, L,,,,,,,
TExpF4_5_Apr17,F4_5,adult,4,0,0,0, 04/17/2009,32, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_Apr20,F4_5,adult,4,40.0843,0.0489,3.912, 04/20/2009,35, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_Apr23,F4_5,adult,4,0,0,0, 04/23/2009,38, Rana sierrae, adult,46,,, M,, HEALTHY,,, L,,,,,,,
TExpF4_5_Apr26,F4_5,adult,4,40.3015,0.0344,2.752, 04/26/2009,41, Rana sierrae, adult,46,11.4,43.1, M,, HEALTHY,14.3,2.9, L,,,,,,,
